name,comment,cost,choicecategory,blurb,supplier,price,multiplier,published,sortorder
"Intel Core i3-3210 @ 3.20GHz",3908,113.99,,,,,,,
"AMD Athlon II X4 553",3906,NA,,,,,,,
"AMD Phenom II X4 B97",3884,NA,,,,,,,
"AMD Phenom II X4 973",3884,NA,,,,,,,
"Intel Core i7-2620M @ 2.70GHz",3883,NA,,,,,,,
"Intel Core i7-4500U @ 1.80GHz",3876,NA,,,,,,,
"AMD Phenom II X4 960T",3875,$200.00*,,,,,,,
"Intel Core i3-2120 @ 3.30GHz",3869,113,,,,,,,
"Intel Xeon X3350 @ 2.66GHz",3867,$268.00*,,,,,,,
"Intel Core2 Quad Q9450 @ 2.66GHz",3814,335.25,,,,,,,
"Intel Core i5-3210M @ 2.50GHz",3805,NA,,,,,,,
"AMD Athlon II X4 555",3804,NA,,,,,,,
"AMD Phenom II X4 B50",3801,NA,,,,,,,
"Intel Core i3-2105 @ 3.10GHz",3797,145.99,,,,,,,
"Intel Atom C2750 @ 2.40GHz",3797,NA,,,,,,,
"Intel Core i5-4300U @ 1.90GHz",3789,NA,,,,,,,
"AMD A8-5500B APU",3785,NA,,,,,,,
"Intel Xeon X5472 @ 3.00GHz",3780,$844.50*,,,,,,,
"AMD Phenom II X4 B95",3770,$225.00*,,,,,,,
"AMD Phenom II X4 977",3750,NA,,,,,,,
"AMD Phenom II X4 945",3748,$170.00*,,,,,,,
"Intel Core i5 750 @ 2.67GHz",3744,$195.00*,,,,,,,
"Intel Core i3-3220T @ 2.80GHz",3732,118.99,,,,,,,
"Intel Core2 Extreme Q6850 @ 3.00GHz",3725,"$1,495.95*",,,,,,,
"Intel Xeon X3330 @ 2.66GHz",3716,$223.79*,,,,,,,
"Intel Xeon L5506 @ 2.13GHz",3715,NA,,,,,,,
"Intel Core i7-3517U @ 1.90GHz",3701,NA,,,,,,,
"Intel Xeon E3-1220L V2 @ 2.30GHz",3701,NA,,,,,,,
"AMD Phenom II X4 B35",3689,NA,,,,,,,
"Intel Core i5-2540M @ 2.60GHz",3688,$278.99*,,,,,,,
"Intel Core i7 920XM @ 2.00GHz",3682,"$1,144.69*",,,,,,,
"AMD A10-5750M APU",3679,NA,,,,,,,
"AMD A8-3870K APU",3673,$149.99*,,,,,,,
"Intel Core i3-3240T @ 2.90GHz",3666,NA,,,,,,,
"AMD Phenom II X4 940",3665,$104.99*,,,,,,,
"Intel Core2 Quad Q9500 @ 2.83GHz",3664,$183.00*,,,,,,,
"AMD Athlon II X4 650",3658,NA,,,,,,,
"AMD Athlon II X4 651 Quad-Core",3648,$99.87*,,,,,,,
"Intel Xeon L5420 @ 2.50GHz",3646,$386.00*,,,,,,,
"AMD Phenom II X4 840T",3635,NA,,,,,,,
"Intel Xeon X3230 @ 2.66GHz",3634,$310.51*,,,,,,,
"Intel Core i5-2510E @ 2.50GHz",3630,NA,,,,,,,
"Intel Core2 Quad Q9505 @ 2.83GHz",3620,$247.23*,,,,,,,
"AMD Phenom II X4 850",3620,$111.49*,,,,,,,
"AMD Phenom FX-7750 Quad-Core",3616,NA,,,,,,,
"Intel Core i3-2100 @ 3.10GHz",3616,"$1,000.00*",,,,,,,
"Intel Core i3-3130M @ 2.60GHz",3615,NA,,,,,,,
"Intel Core i5-3427U @ 1.80GHz",3607,NA,,,,,,,
"AMD Phenom II X4 10",3605,NA,,,,,,,
"Intel Core i5-4350U @ 1.40GHz",3604,NA,,,,,,,
"Intel Xeon E5607 @ 2.27GHz",3602,$282.99*,,,,,,,
"Intel Core2 Extreme Q9300 @ 2.53GHz",3597,NA,,,,,,,
"AMD Athlon X4 645",3595,NA,,,,,,,
"AMD Phenom II X4 830",3584,$109.00*,,,,,,,
"Intel Core2 Extreme Q6800 @ 2.93GHz",3577,"$1,125.00*",,,,,,,
"AMD Phenom II X4 B25",3569,NA,,,,,,,
"Intel Core i5-3437U @ 1.90GHz",3567,NA,,,,,,,
"Intel Xeon E3-1220L @ 2.20GHz",3563,NA,,,,,,,
"AMD Phenom II X4 B45",3561,NA,,,,,,,
"Intel Core i5 680 @ 3.60GHz",3555,$326.35*,,,,,,,
"AMD Opteron 2384",3538,NA,,,,,,,
"AMD Opteron 2386 SE",3538,NA,,,,,,,
"Intel Core i5-2520M @ 2.50GHz",3533,$249.99*,,,,,,,
"Intel Xeon X5365 @ 3.00GHz",3532,$141.68*,,,,,,,
"AMD A8-3850 APU",3531,$184.80*,,,,,,,
"AMD Athlon II X4 645",3525,149.89,,,,,,,
"AMD A8-6500T APU",3517,NA,,,,,,,
"Intel Core i7-4610Y @ 1.70GHz",3514,NA,,,,,,,
"AMD Phenom II X4 925",3508,$170.00*,,,,,,,
"Intel Pentium G3430 @ 3.30GHz",3502,99.99,,,,,,,
"Intel Xeon L5410 @ 2.33GHz",3501,$379.42*,,,,,,,
"AMD Phenom II X4 B55",3500,NA,,,,,,,
"AMD Phenom II X4 920",3499,$140.00*,,,,,,,
"Intel Xeon E5-2603 @ 1.80GHz",3492,214.99,,,,,,,
"AMD Phenom II 42 TWKR Black Edition",3489,NA,,,,,,,
"AMD Phenom II X4 820",3489,$89.99*,,,,,,,
"AMD Athlon II X4 641 Quad-Core",3489,$66.97*,,,,,,,
"Intel Xeon E5-2403 @ 1.80GHz",3489,$195.99*,,,,,,,
"Intel Core i7-3689Y @ 1.50GHz",3479,NA,,,,,,,
"Intel Core i5-4250U @ 1.30GHz",3479,364.99,,,,,,,
"AMD Phenom II X4 B40",3473,NA,,,,,,,
"AMD Phenom II X4 B93",3470,NA,,,,,,,
"AMD Athlon X4 640",3461,NA,,,,,,,
"Intel Core i7-3517UE @ 1.70GHz",3449,NA,,,,,,,
"AMD A10-4657M APU",3449,NA,,,,,,,
"Intel Pentium G3420 @ 3.20GHz",3447,68.83,,,,,,,
"Intel Core i7 Q 840 @ 1.87GHz",3446,NA,,,,,,,
"Intel Core i5-2450M @ 2.50GHz",3443,NA,,,,,,,
"Intel Core i3-4000M @ 2.40GHz",3432,NA,,,,,,,
"Intel Xeon E5420 @ 2.50GHz",3420,$443.05*,,,,,,,
"Intel 000 @ 1.73GHz",3419,NA,,,,,,,
"Intel Core2 Quad Q9400 @ 2.66GHz",3417,$174.99*,,,,,,,
"Intel Xeon X3320 @ 2.50GHz",3414,$229.95*,,,,,,,
"AMD Phenom II X4 910e",3356,$156.99*,,,,,,,
"Intel Xeon E5606 @ 2.13GHz",3353,$502.59*,,,,,,,
"Intel Core2 Quad Q6700 @ 2.66GHz",3352,230,,,,,,,
"AMD Athlon II X4 640",3351,249.95,,,,,,,
