line, order_id, title, sku, product, summary, qty, baseprice, totprice, notes, weight, shipper, shipdate, shipprice, tracknum, serial, serials, details
1, 11924, "SERVE", "SERVE", "eRacks/SERVE", "60GB 7200rpm Hard Drive", "1", "995.0", "1090.0", "", "25", "", "", "", "", "", "",  "{'5.25_inch_Bay': 'CD ROM'\, 'Operating_System': 'OpenBSD 3.0 (with pf)'\, 'Monitor': 'none'\, 'Motherboard': 'eRacks PC133 AMD Motherboard'\, '3.5_inch_Bay': '3.5\" 1.44 MB Floppy Drive'\, 'Keyboard_and_Mouse': 'none'\, 'Chassis': 'BAY: standard 1U chassis'\, 'Memory': '512MB Memory'\, 'Internal_HD_Bay': '60GB 7200rpm Hard Drive'\, 'PCI_Slot': 'none'\, 'Processor': 'AMD Athlon 1GHz CPU'}"
1, 11925, "VALUE", "VALUE", "eRacks/VALUE", "Single Intel 10/100 Network card|FreeBSD 4.4", "1", "695.0", "755.0", "", "25", "", "", "", "", "", "",  "{'5.25_inch_Bay': 'CD ROM'\, 'Operating_System': 'FreeBSD 4.4'\, 'Monitor': 'none'\, '3.5_inch_Bay': '3.5\" 1.44 MB Floppy Drive'\, 'Keyboard_and_Mouse': 'none'\, 'Chassis': 'GRID: 1U chassis'\, 'Processor_and_Motherboard': 'AMD Duron 600'\, 'Memory': '256MB Memory'\, 'Internal_HD_Bay': '20GB 5400rpm Hard Drive'\, 'PCI_Slot': 'Single Intel 10/100 Network card'}"
1, 11926, "VALUE", "VALUE", "eRacks/VALUE", "AMD Duron 1.2GHz (Morgan)", "1", "695.0", "910.0", "", "25", "", "", "", "", "", "",  "{'5.25_inch_Bay': 'CD ROM'\, 'Operating_System': 'OpenBSD 3.0 (with pf)'\, 'Monitor': 'none'\, '3.5_inch_Bay': '3.5\" 1.44 MB Floppy Drive'\, 'Keyboard_and_Mouse': 'none'\, 'Chassis': 'GRID: 1U chassis'\, 'Processor_and_Motherboard': 'AMD Duron 1.2GHz (Morgan)'\, 'Memory': '256MB Memory'\, 'Internal_HD_Bay': '20GB 5400rpm Hard Drive'\, 'PCI_Slot': 'none'}"
1, 11930, "DMZ", "DMZ", "eRacks/DMZ", "Default Configuration", "1", "1295.0", "1295.0", "", "25", "", "", "", "", "", "",  "{'5.25_inch_Bay': 'CD ROM'\, 'Operating_System': 'OpenBSD 3.0 (with pf)'\, 'Monitor': 'none'\, '3.5_inch_Bay': '3.5\" 1.44 MB Floppy Drive'\, 'Keyboard_and_Mouse': 'none'\, 'Chassis': 'BAY: standard 1U chassis'\, 'Processor_and_Motherboard': 'Intel PIII 733'\, 'Memory': '256MB Memory'\, 'Internal_HD_Bay': '20GB 5400rpm Hard Drive'\, 'PCI_Slot': '4 port Network card'\, 'Remote_Management_-_2U': 'none'}"
1, 11972, "SERVE", "SERVE", "eRacks/SERVE", "1GB Memory|60GB 7200rpm Hard Drive|Red Hat Linux 7.2", "1", "995.0", "1185.0", "", "25", "", "", "", "", "", "",  "{'5.25_inch_Bay': 'CD ROM'\, 'Operating_System': 'Red Hat Linux 7.2'\, 'Monitor': 'none'\, 'Motherboard': 'eRacks PC133 AMD Motherboard'\, '3.5_inch_Bay': '3.5\" 1.44 MB Floppy Drive'\, 'Keyboard_and_Mouse': 'none'\, 'Chassis': 'BAY: standard 1U chassis'\, 'Memory': '1GB Memory'\, 'Internal_HD_Bay': '60GB 7200rpm Hard Drive'\, 'PCI_Slot': 'none'\, 'Processor': 'AMD Athlon 1GHz CPU'}"
2, 11977, "DATH2-SCSI", "DATH2-SCSI", "eRacks/DATH2-SCSI", "Dual Athlon MP 1900 1.60GHz CPU|1GB DDR ECC Registered Memory|18.3 GB Cheetah 15Krpm SCSI HD|18.3 GB Cheetah 15Krpm SCSI HD|18.3 GB Cheetah 15Krpm SCSI HD|18.3 GB Cheetah 15Krpm SCSI HD|MS Windows 2000 Server w/5 client", "2", "2195.0", "5665.0", "", "25", "", "", "", "", "", "",  "{'5.25_inch_Bay': 'CD ROM'\, 'Keyboard_and_Mouse': 'none'\, 'Monitor': 'none'\, 'Motherboard': 'Tyan Thunder K7 Dual AMD 760MP SCSI'\, 'NIC2': 'integrated on motherboard'\, 'PCI_Slot_1': 'none'\, '3.5_inch_Bay': '3.5\" 1.44 MB Floppy Drive'\, 'NIC1': 'integrated on motherboard'\, 'Operating_System': 'MS Windows 2000 Server w/5 client'\, 'SCSI_Drive_2': '18.3 GB Cheetah 15Krpm SCSI HD'\, 'SCSI_Drive_3': '18.3 GB Cheetah 15Krpm SCSI HD'\, 'Chassis': '4HD chassis: 2U\, 450w AMD-rated PS'\, 'SCSI_Drive_4': '18.3 GB Cheetah 15Krpm SCSI HD'\, 'Memory': '1GB DDR ECC Registered Memory'\, 'SCSI_Drive_1': '18.3 GB Cheetah 15Krpm SCSI HD'\, 'Processor': 'Dual Athlon MP 1900 1.60GHz CPU'}"
1, 11977, "DATH2-SCSI", "DATH2-SCSI", "eRacks/DATH2-SCSI", "Dual Athlon MP 1900 1.60GHz CPU|1GB DDR ECC Registered Memory|18.3 GB Cheetah 15Krpm SCSI HD|18.3 GB Cheetah 15Krpm SCSI HD|18.3 GB Cheetah 15Krpm SCSI HD|18.3 GB Cheetah 15Krpm SCSI HD|Red Hat Linux 7.2", "1", "2195.0", "4870.0", "", "25", "", "", "", "", "", "",  "{'5.25_inch_Bay': 'CD ROM'\, 'Keyboard_and_Mouse': 'none'\, 'Monitor': 'none'\, 'Motherboard': 'Tyan Thunder K7 Dual AMD 760MP SCSI'\, 'NIC2': 'integrated on motherboard'\, 'PCI_Slot_1': 'none'\, '3.5_inch_Bay': '3.5\" 1.44 MB Floppy Drive'\, 'NIC1': 'integrated on motherboard'\, 'Operating_System': 'MS Windows 2000 Server w/5 client'\, 'SCSI_Drive_2': '18.3 GB Cheetah 15Krpm SCSI HD'\, 'SCSI_Drive_3': '18.3 GB Cheetah 15Krpm SCSI HD'\, 'Chassis': '4HD chassis: 2U\, 450w AMD-rated PS'\, 'SCSI_Drive_4': '18.3 GB Cheetah 15Krpm SCSI HD'\, 'Memory': '1GB DDR ECC Registered Memory'\, 'SCSI_Drive_1': '18.3 GB Cheetah 15Krpm SCSI HD'\, 'Processor': 'Dual Athlon MP 1900 1.60GHz CPU'}"
1, 11978, "NAS4", "NAS4", "eRacks/NAS4", "120GB 7200rpm Hard Dive|120GB 7200rpm Hard Dive|120GB 7200rpm Hard Dive|120GB 7200rpm Hard Dive|Single PCI 10/100 Network card|software RAID 5 (striped with parity) |notes:IP - 192.168.75.98|NAME -  OZERAK01|S.N.M. -  255.255.255.0|DGW -  192.168.75.4", "1", "1995.0", "2945.0", "IP - 192.168.75.98|NAME -  OZERAK01|S.N.M. -  255.255.255.0|DGW -  192.168.75.4", "25", "", "", "", "", "", "",  "{'Operating_System': 'OpenBSD 3.0 (with pf)'\, 'Monitor': 'none'\, 'Keyboard_and_Mouse': 'none'\, 'Internal_HD_Bay_3': '120GB 7200rpm Hard Dive'\, 'Internal_HD_Bay_2': '120GB 7200rpm Hard Dive'\, 'Internal_HD_Bay_4': '120GB 7200rpm Hard Dive'\, 'Chassis': '4HD: 1U  NAS chassis'\, 'Processor_and_Motherboard': 'AMD Duron 700 '\, 'Memory': '512MB Memory'\, 'Internal_HD_Bay': '120GB 7200rpm Hard Dive'\, 'PCI_Slot': 'Single PCI 10/100 Network card'\, 'Software': 'software RAID 5 (striped with parity)'}"
1, 11979, "racksystem", "racksystem", "eRacks/racksystem", "none|none|none|Nylon caster set of 4; 400lb capacity |notes:Joe / Britta:|PLEASE call Bill Thorson ASAP to discuss order (970) 282-4400 x 27; send order conf. to reed@aster.com", "1", "800.0", "707.0", "Joe / Britta:|PLEASE call Bill Thorson ASAP to discuss order (970) 282-4400 x 27; send order conf. to reed@aster.com", "25", "", "", "", "", "", "",  "{'Keyboard_shelf': 'none'\, 'Power_strip': 'none'\, 'Fixed_shelf': 'none'\, 'Fixed_shelf_2': 'none'\, 'Wheels': 'Nylon caster set of 4; 400lb capacity'\, 'Rack': 'Economy Knockdown 44U Rack\, 19x24x77in\, black'}"
1, copy_of_11924, "SERVE", "SERVE", "eRacks/SERVE", "60GB 7200rpm Hard Drive", "1", "995.0", "1090.0", "", "25", "", "", "", "", "", "",  "{'5.25_inch_Bay': 'CD ROM'\, 'Operating_System': 'OpenBSD 3.0 (with pf)'\, 'Monitor': 'none'\, 'Motherboard': 'eRacks PC133 AMD Motherboard'\, '3.5_inch_Bay': '3.5\" 1.44 MB Floppy Drive'\, 'Keyboard_and_Mouse': 'none'\, 'Chassis': 'BAY: standard 1U chassis'\, 'Memory': '512MB Memory'\, 'Internal_HD_Bay': '60GB 7200rpm Hard Drive'\, 'PCI_Slot': 'none'\, 'Processor': 'AMD Athlon 1GHz CPU'}"
