name,comment,cost,choicecategory,blurb,supplier,price,multiplier,published,sortorder
"Radeon HD 7990","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 7990
Rank: 25
G3DMark: 5,432
G2DMark: 798
Num Samples: 174
Price: $689.98*
Price is last known price","689.98","High-end GPUs","Radeon HD 7990:
G3D Mark score: 5,432
G2D Mark scrore: 798
","","","","True","25"
"GeForce GTX 670","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 670
Rank: 26
G3DMark: 5,382
G2DMark: 811
Num Samples: 6125
Price: $409.99
","409.99","High-end GPUs","GeForce GTX 670:
G3D Mark score: 5,382
G2D Mark scrore: 811
","","","","True","26"
"GeForce GTX 950","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 950
Rank: 27
G3DMark: 5,306
G2DMark: 668
Num Samples: 101
Price: $159.99
","159.99","High-end GPUs","GeForce GTX 950:
G3D Mark score: 5,306
G2D Mark scrore: 668
","","","","True","27"
"FirePro W9000","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: FirePro W9000
Rank: 28
G3DMark: 5,244
G2DMark: 848
Num Samples: 3
Price: $3,443.99*
Price is last known price","3443.99","High-end GPUs","FirePro W9000:
G3D Mark score: 5,244
G2D Mark scrore: 848
","","","","True","28"
"GeForce GTX 690","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 690
Rank: 29
G3DMark: 5,224
G2DMark: 792
Num Samples: 788
Price: $999.00
","999.00","High-end GPUs","GeForce GTX 690:
G3D Mark score: 5,224
G2D Mark scrore: 792
","","","","True","29"
"Radeon HD 7970 / R9 280X","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 7970 / R9 280X
Rank: 30
G3DMark: 5,217
G2DMark: 733
Num Samples: 8675
Price: $214.99
","214.99","High-end GPUs","Radeon HD 7970 / R9 280X:
G3D Mark score: 5,217
G2D Mark scrore: 733
","","","","True","30"
"Radeon HD 8990","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 8990
Rank: 31
G3DMark: 5,041
G2DMark: 692
Num Samples: 16
Price: NA
","NA","High-end GPUs","Radeon HD 8990:
G3D Mark score: 5,041
G2D Mark scrore: 692
","","","","True","31"
"GeForce GTX 760 Ti","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 760 Ti
Rank: 32
G3DMark: 5,034
G2DMark: 912
Num Samples: 49
Price: $297.50*
Price is last known price","297.50","High-end GPUs","GeForce GTX 760 Ti:
G3D Mark score: 5,034
G2D Mark scrore: 912
","","","","True","32"
"FirePro W7100","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: FirePro W7100
Rank: 33
G3DMark: 5,025
G2DMark: 782
Num Samples: 30
Price: $619.99
","619.99","High-end GPUs","FirePro W7100:
G3D Mark score: 5,025
G2D Mark scrore: 782
","","","","True","33"
"RADEON R9 M295X","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: RADEON R9 M295X
Rank: 34
G3DMark: 5,004
G2DMark: 822
Num Samples: 23
Price: NA
","NA","High-end GPUs","RADEON R9 M295X:
G3D Mark score: 5,004
G2D Mark scrore: 822
","","","","True","34"
"GeForce GTX 580","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 580
Rank: 35
G3DMark: 4,989
G2DMark: 740
Num Samples: 3053
Price: $289.88*
Price is last known price","289.88","High-end GPUs","GeForce GTX 580:
G3D Mark score: 4,989
G2D Mark scrore: 740
","","","","True","35"
"GeForce GTX 760","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 760
Rank: 36
G3DMark: 4,954
G2DMark: 801
Num Samples: 9328
Price: $149.99
","149.99","High-end GPUs","GeForce GTX 760:
G3D Mark score: 4,954
G2D Mark scrore: 801
","","","","True","36"
"FirePro S10000","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: FirePro S10000
Rank: 37
G3DMark: 4,897
G2DMark: 672
Num Samples: 1
Price: NA
","NA","High-end GPUs","FirePro S10000:
G3D Mark score: 4,897
G2D Mark scrore: 672
","","","","True","37"
"Radeon HD 7950 / R9 280","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 7950 / R9 280
Rank: 38
G3DMark: 4,726
G2DMark: 694
Num Samples: 6131
Price: $199.99
","199.99","High-end GPUs","Radeon HD 7950 / R9 280:
G3D Mark score: 4,726
G2D Mark scrore: 694
","","","","True","38"
"GeForce GTX 660 Ti","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 660 Ti
Rank: 39
G3DMark: 4,703
G2DMark: 763
Num Samples: 5288
Price: $575.59
","575.59","High-end GPUs","GeForce GTX 660 Ti:
G3D Mark score: 4,703
G2D Mark scrore: 763
","","","","True","39"
"Radeon R9 270X","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon R9 270X
Rank: 40
G3DMark: 4,552
G2DMark: 661
Num Samples: 5248
Price: $169.99
","169.99","High-end GPUs","Radeon R9 270X:
G3D Mark score: 4,552
G2D Mark scrore: 661
","","","","True","40"
"GRID K520","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GRID K520
Rank: 41
G3DMark: 4,479
G2DMark: 581
Num Samples: 9
Price: NA
","NA","High-end GPUs","GRID K520:
G3D Mark score: 4,479
G2D Mark scrore: 581
","","","","True","41"
"GeForce GTX 775M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 775M
Rank: 42
G3DMark: 4,471
G2DMark: 913
Num Samples: 8
Price: NA
","NA","High-end GPUs","GeForce GTX 775M:
G3D Mark score: 4,471
G2D Mark scrore: 913
","","","","True","42"
"Quadro K4200","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Quadro K4200
Rank: 43
G3DMark: 4,408
G2DMark: 794
Num Samples: 188
Price: $784.00
","784.00","High-end GPUs","Quadro K4200:
G3D Mark score: 4,408
G2D Mark scrore: 794
","","","","True","43"
"GeForce GTX 970M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 970M
Rank: 44
G3DMark: 4,397
G2DMark: 751
Num Samples: 720
Price: NA
","NA","High-end GPUs","GeForce GTX 970M:
G3D Mark score: 4,397
G2D Mark scrore: 751
","","","","True","44"
"GeForce GTX 570","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 570
Rank: 45
G3DMark: 4,393
G2DMark: 716
Num Samples: 3573
Price: $99.99*
Price is last known price","99.99","High-end GPUs","GeForce GTX 570:
G3D Mark score: 4,393
G2D Mark scrore: 716
","","","","True","45"
"GeForce GTX 680MX","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 680MX
Rank: 46
G3DMark: 4,356
G2DMark: 772
Num Samples: 27
Price: NA
","NA","High-end GPUs","GeForce GTX 680MX:
G3D Mark score: 4,356
G2D Mark scrore: 772
","","","","True","46"
"GeForce GTX 480","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 480
Rank: 47
G3DMark: 4,342
G2DMark: 688
Num Samples: 1347
Price: $71.99*
Price is last known price","71.99","High-end GPUs","GeForce GTX 480:
G3D Mark score: 4,342
G2D Mark scrore: 688
","","","","True","47"
"FirePro W8000","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: FirePro W8000
Rank: 48
G3DMark: 4,328
G2DMark: 767
Num Samples: 11
Price: $1,048.99*
Price is last known price","1048.99","High-end GPUs","FirePro W8000:
G3D Mark score: 4,328
G2D Mark scrore: 767
","","","","True","48"
"Radeon HD 7870","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 7870
Rank: 49
G3DMark: 4,275
G2DMark: 663
Num Samples: 5336
Price: $359.99
","359.99","High-end GPUs","Radeon HD 7870:
G3D Mark score: 4,275
G2D Mark scrore: 663
","","","","True","49"
"Radeon R9 270 / R7 370","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon R9 270 / R7 370
Rank: 50
G3DMark: 4,195
G2DMark: 647
Num Samples: 2778
Price: $134.99
","134.99","High-end GPUs","Radeon R9 270 / R7 370:
G3D Mark score: 4,195
G2D Mark scrore: 647
","","","","True","50"
"FirePro W7000 Adapter","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: FirePro W7000 Adapter
Rank: 51
G3DMark: 4,158
G2DMark: 611
Num Samples: 19
Price: NA
","NA","High-end GPUs","FirePro W7000 Adapter:
G3D Mark score: 4,158
G2D Mark scrore: 611
","","","","True","51"
"GeForce GTX 660","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 660
Rank: 52
G3DMark: 4,119
G2DMark: 731
Num Samples: 8973
Price: $325.86
","325.86","High-end GPUs","GeForce GTX 660:
G3D Mark score: 4,119
G2D Mark scrore: 731
","","","","True","52"
"GeForce GTX 780M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 780M
Rank: 53
G3DMark: 4,110
G2DMark: 815
Num Samples: 478
Price: NA
","NA","High-end GPUs","GeForce GTX 780M:
G3D Mark score: 4,110
G2D Mark scrore: 815
","","","","True","53"
"FirePro W7000","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: FirePro W7000
Rank: 54
G3DMark: 4,064
G2DMark: 722
Num Samples: 70
Price: $619.99
","619.99","High-end GPUs","FirePro W7000:
G3D Mark score: 4,064
G2D Mark scrore: 722
","","","","True","54"
"GeForce GTX 590","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 590
Rank: 55
G3DMark: 4,052
G2DMark: 755
Num Samples: 314
Price: $184.00*
Price is last known price","184.00","High-end GPUs","GeForce GTX 590:
G3D Mark score: 4,052
G2D Mark scrore: 755
","","","","True","55"
"FirePro S7000","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: FirePro S7000
Rank: 56
G3DMark: 4,043
G2DMark: 688
Num Samples: 3
Price: NA
","NA","High-end GPUs","FirePro S7000:
G3D Mark score: 4,043
G2D Mark scrore: 688
","","","","True","56"
"Quadro K5000","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Quadro K5000
Rank: 57
G3DMark: 3,999
G2DMark: 655
Num Samples: 200
Price: $1,698.00
","1698.00","High-end GPUs","Quadro K5000:
G3D Mark score: 3,999
G2D Mark scrore: 655
","","","","True","57"
"Radeon HD 8970M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 8970M
Rank: 58
G3DMark: 3,829
G2DMark: 788
Num Samples: 38
Price: NA
","NA","High-end GPUs","Radeon HD 8970M:
G3D Mark score: 3,829
G2D Mark scrore: 788
","","","","True","58"
"GRID K2","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GRID K2
Rank: 59
G3DMark: 3,772
G2DMark: 396
Num Samples: 11
Price: $2,795.00
","2795.00","High-end GPUs","GRID K2:
G3D Mark score: 3,772
G2D Mark scrore: 396
","","","","True","59"
"GeForce GTX 880M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 880M
Rank: 60
G3DMark: 3,767
G2DMark: 825
Num Samples: 290
Price: NA
","NA","High-end GPUs","GeForce GTX 880M:
G3D Mark score: 3,767
G2D Mark scrore: 825
","","","","True","60"
"Radeon HD 7850","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 7850
Rank: 61
G3DMark: 3,753
G2DMark: 628
Num Samples: 6749
Price: $174.95
","174.95","High-end GPUs","Radeon HD 7850:
G3D Mark score: 3,753
G2D Mark scrore: 628
","","","","True","61"
"Radeon HD 7970M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 7970M
Rank: 62
G3DMark: 3,730
G2DMark: 669
Num Samples: 196
Price: NA
","NA","High-end GPUs","Radeon HD 7970M:
G3D Mark score: 3,730
G2D Mark scrore: 669
","","","","True","62"
"GeForce GTX 750 Ti","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 750 Ti
Rank: 63
G3DMark: 3,687
G2DMark: 716
Num Samples: 5028
Price: $109.99
","109.99","High-end GPUs","GeForce GTX 750 Ti:
G3D Mark score: 3,687
G2D Mark scrore: 716
","","","","True","63"
"GeForce GTX 470","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 470
Rank: 64
G3DMark: 3,581
G2DMark: 632
Num Samples: 1447
Price: $522.01*
Price is last known price","522.01","High-end GPUs","GeForce GTX 470:
G3D Mark score: 3,581
G2D Mark scrore: 632
","","","","True","64"
"GeForce GTX 560 Ti","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 560 Ti
Rank: 65
G3DMark: 3,543
G2DMark: 682
Num Samples: 6350
Price: $274.79*
Price is last known price","274.79","High-end GPUs","GeForce GTX 560 Ti:
G3D Mark score: 3,543
G2D Mark scrore: 682
","","","","True","65"
"GeForce GTX 650 Ti BOOST","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 650 Ti BOOST
Rank: 66
G3DMark: 3,535
G2DMark: 690
Num Samples: 1581
Price: NA
","NA","High-end GPUs","GeForce GTX 650 Ti BOOST:
G3D Mark score: 3,535
G2D Mark scrore: 690
","","","","True","66"
"Radeon HD 6970","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 6970
Rank: 67
G3DMark: 3,477
G2DMark: 673
Num Samples: 1432
Price: $99.99
","99.99","High-end GPUs","Radeon HD 6970:
G3D Mark score: 3,477
G2D Mark scrore: 673
","","","","True","67"
"Quadro 6000","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Quadro 6000
Rank: 68
G3DMark: 3,466
G2DMark: 627
Num Samples: 104
Price: $647.41
","647.41","High-end GPUs","Quadro 6000:
G3D Mark score: 3,466
G2D Mark scrore: 627
","","","","True","68"
"Tesla C2050","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Tesla C2050
Rank: 69
G3DMark: 3,450
G2DMark: 551
Num Samples: 5
Price: NA
","NA","High-end GPUs","Tesla C2050:
G3D Mark score: 3,450
G2D Mark scrore: 551
","","","","True","69"
"Tesla C2050 / C2070","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Tesla C2050 / C2070
Rank: 70
G3DMark: 3,412
G2DMark: 768
Num Samples: 3
Price: NA
","NA","High-end GPUs","Tesla C2050 / C2070:
G3D Mark score: 3,412
G2D Mark scrore: 768
","","","","True","70"
"Quadro K2200","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Quadro K2200
Rank: 71
G3DMark: 3,399
G2DMark: 857
Num Samples: 206
Price: $425.00
","425.00","High-end GPUs","Quadro K2200:
G3D Mark score: 3,399
G2D Mark scrore: 857
","","","","True","71"
"GeForce GTX 680M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 680M
Rank: 72
G3DMark: 3,397
G2DMark: 727
Num Samples: 306
Price: NA
","NA","High-end GPUs","GeForce GTX 680M:
G3D Mark score: 3,397
G2D Mark scrore: 727
","","","","True","72"
"Tesla C2075","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Tesla C2075
Rank: 73
G3DMark: 3,283
G2DMark: 567
Num Samples: 5
Price: $2,269.99*
Price is last known price","2269.99","High-end GPUs","Tesla C2075:
G3D Mark score: 3,283
G2D Mark scrore: 567
","","","","True","73"
"GeForce GTX 750","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 750
Rank: 74
G3DMark: 3,245
G2DMark: 676
Num Samples: 2006
Price: $99.99
","99.99","High-end GPUs","GeForce GTX 750:
G3D Mark score: 3,245
G2D Mark scrore: 676
","","","","True","74"
"Radeon HD 6950","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 6950
Rank: 75
G3DMark: 3,181
G2DMark: 660
Num Samples: 3314
Price: $89.99*
Price is last known price","89.99","High-end GPUs","Radeon HD 6950:
G3D Mark score: 3,181
G2D Mark scrore: 660
","","","","True","75"
"Radeon HD 7870 (Tahiti LE)","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 7870 (Tahiti LE)
Rank: 76
G3DMark: 3,142
G2DMark: 574
Num Samples: 3
Price: NA
","NA","High-end GPUs","Radeon HD 7870 (Tahiti LE):
G3D Mark score: 3,142
G2D Mark scrore: 574
","","","","True","76"
"GeForce GTX 560","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 560
Rank: 77
G3DMark: 3,113
G2DMark: 646
Num Samples: 3420
Price: $215.46
","215.46","High-end GPUs","GeForce GTX 560:
G3D Mark score: 3,113
G2D Mark scrore: 646
","","","","True","77"
"Quadro K5100M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Quadro K5100M
Rank: 78
G3DMark: 3,086
G2DMark: 890
Num Samples: 43
Price: NA
","NA","High-end GPUs","Quadro K5100M:
G3D Mark score: 3,086
G2D Mark scrore: 890
","","","","True","78"
"Radeon R7 260X","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon R7 260X
Rank: 79
G3DMark: 3,033
G2DMark: 590
Num Samples: 2162
Price: $99.99
","99.99","High-end GPUs","Radeon R7 260X:
G3D Mark score: 3,033
G2D Mark scrore: 590
","","","","True","79"
"Radeon HD 7790","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 7790
Rank: 80
G3DMark: 3,005
G2DMark: 585
Num Samples: 1175
Price: $310.96
","310.96","High-end GPUs","Radeon HD 7790:
G3D Mark score: 3,005
G2D Mark scrore: 585
","","","","True","80"
"FirePro W5000","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: FirePro W5000
Rank: 81
G3DMark: 2,947
G2DMark: 775
Num Samples: 80
Price: $434.00
","434.00","High-end GPUs","FirePro W5000:
G3D Mark score: 2,947
G2D Mark scrore: 775
","","","","True","81"
"GeForce GTX 465","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 465
Rank: 82
G3DMark: 2,938
G2DMark: 603
Num Samples: 369
Price: $263.28*
Price is last known price","263.28","High-end GPUs","GeForce GTX 465:
G3D Mark score: 2,938
G2D Mark scrore: 603
","","","","True","82"
"GeForce GTX 965M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 965M
Rank: 83
G3DMark: 2,932
G2DMark: 718
Num Samples: 97
Price: NA
","NA","High-end GPUs","GeForce GTX 965M:
G3D Mark score: 2,932
G2D Mark scrore: 718
","","","","True","83"
"Quadro K1200","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Quadro K1200
Rank: 84
G3DMark: 2,903
G2DMark: 770
Num Samples: 11
Price: $299.00
","299.00","High-end GPUs","Quadro K1200:
G3D Mark score: 2,903
G2D Mark scrore: 770
","","","","True","84"
"Radeon R7 260","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon R7 260
Rank: 85
G3DMark: 2,824
G2DMark: 580
Num Samples: 71
Price: $89.99*
Price is last known price","89.99","High-end GPUs","Radeon R7 260:
G3D Mark score: 2,824
G2D Mark scrore: 580
","","","","True","85"
"Quadro K4000","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Quadro K4000
Rank: 86
G3DMark: 2,818
G2DMark: 696
Num Samples: 390
Price: $545.00
","545.00","High-end GPUs","Quadro K4000:
G3D Mark score: 2,818
G2D Mark scrore: 696
","","","","True","86"
"Radeon HD 6990","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 6990
Rank: 87
G3DMark: 2,817
G2DMark: 615
Num Samples: 4
Price: $159.99*
Price is last known price","159.99","High-end GPUs","Radeon HD 6990:
G3D Mark score: 2,817
G2D Mark scrore: 615
","","","","True","87"
"FirePro 3D V9800","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: FirePro 3D V9800
Rank: 88
G3DMark: 2,811
G2DMark: 555
Num Samples: 3
Price: $2,499.00*
Price is last known price","2499.00","High-end GPUs","FirePro 3D V9800:
G3D Mark score: 2,811
G2D Mark scrore: 555
","","","","True","88"
"FirePro M6100","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: FirePro M6100
Rank: 89
G3DMark: 2,797
G2DMark: 714
Num Samples: 38
Price: NA
","NA","High-end GPUs","FirePro M6100:
G3D Mark score: 2,797
G2D Mark scrore: 714
","","","","True","89"
"FirePro W5100","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: FirePro W5100
Rank: 90
G3DMark: 2,787
G2DMark: 692
Num Samples: 20
Price: $324.99
","324.99","High-end GPUs","FirePro W5100:
G3D Mark score: 2,787
G2D Mark scrore: 692
","","","","True","90"
"Quadro K5000M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Quadro K5000M
Rank: 91
G3DMark: 2,781
G2DMark: 672
Num Samples: 37
Price: NA
","NA","High-end GPUs","Quadro K5000M:
G3D Mark score: 2,781
G2D Mark scrore: 672
","","","","True","91"
"Radeon HD 8950","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 8950
Rank: 92
G3DMark: 2,766
G2DMark: 823
Num Samples: 6
Price: NA
","NA","High-end GPUs","Radeon HD 8950:
G3D Mark score: 2,766
G2D Mark scrore: 823
","","","","True","92"
"Radeon HD8970M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD8970M
Rank: 93
G3DMark: 2,706
G2DMark: 679
Num Samples: 8
Price: NA
","NA","High-end GPUs","Radeon HD8970M:
G3D Mark score: 2,706
G2D Mark scrore: 679
","","","","True","93"
"Quadro 5000","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Quadro 5000
Rank: 94
G3DMark: 2,704
G2DMark: 575
Num Samples: 158
Price: $262.04
","262.04","High-end GPUs","Quadro 5000:
G3D Mark score: 2,704
G2D Mark scrore: 575
","","","","True","94"
"GeForce GTX 770M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 770M
Rank: 95
G3DMark: 2,703
G2DMark: 763
Num Samples: 522
Price: NA
","NA","High-end GPUs","GeForce GTX 770M:
G3D Mark score: 2,703
G2D Mark scrore: 763
","","","","True","95"
"GeForce GTX 650 Ti","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 650 Ti
Rank: 96
G3DMark: 2,678
G2DMark: 656
Num Samples: 3133
Price: $117.98
","117.98","High-end GPUs","GeForce GTX 650 Ti:
G3D Mark score: 2,678
G2D Mark scrore: 656
","","","","True","96"
"FirePro V7900","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: FirePro V7900
Rank: 97
G3DMark: 2,673
G2DMark: 663
Num Samples: 55
Price: $708.99
","708.99","High-end GPUs","FirePro V7900:
G3D Mark score: 2,673
G2D Mark scrore: 663
","","","","True","97"
"GeForce GTX 460","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 460
Rank: 98
G3DMark: 2,647
G2DMark: 600
Num Samples: 4610
Price: $89.99*
Price is last known price","89.99","High-end GPUs","GeForce GTX 460:
G3D Mark score: 2,647
G2D Mark scrore: 600
","","","","True","98"
"Quadro K4100M","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Quadro K4100M
Rank: 99
G3DMark: 2,623
G2DMark: 891
Num Samples: 46
Price: NA
","NA","High-end GPUs","Quadro K4100M:
G3D Mark score: 2,623
G2D Mark scrore: 891
","","","","True","99"
"FirePro W5100 Adapter","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: FirePro W5100 Adapter
Rank: 100
G3DMark: 2,617
G2DMark: 731
Num Samples: 10
Price: NA
","NA","High-end GPUs","FirePro W5100 Adapter:
G3D Mark score: 2,617
G2D Mark scrore: 731
","","","","True","100"
"Radeon HD 5970","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 5970
Rank: 101
G3DMark: 2,604
G2DMark: 651
Num Samples: 386
Price: $329.99*
Price is last known price","329.99","High-end GPUs","Radeon HD 5970:
G3D Mark score: 2,604
G2D Mark scrore: 651
","","","","True","101"
"Radeon HD 5870","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 5870
Rank: 102
G3DMark: 2,600
G2DMark: 614
Num Samples: 1573
Price: $99.99*
Price is last known price","99.99","High-end GPUs","Radeon HD 5870:
G3D Mark score: 2,600
G2D Mark scrore: 614
","","","","True","102"
"Radeon HD 6870","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon HD 6870
Rank: 103
G3DMark: 2,579
G2DMark: 615
Num Samples: 4402
Price: $89.99*
Price is last known price","89.99","High-end GPUs","Radeon HD 6870:
G3D Mark score: 2,579
G2D Mark scrore: 615
","","","","True","103"
"GeForce GTX 460 v2","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 460 v2
Rank: 104
G3DMark: 2,579
G2DMark: 623
Num Samples: 140
Price: $199.99*
Price is last known price","199.99","High-end GPUs","GeForce GTX 460 v2:
G3D Mark score: 2,579
G2D Mark scrore: 623
","","","","True","104"
"Radeon R9 M290X","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: Radeon R9 M290X
Rank: 105
G3DMark: 2,547
G2DMark: 619
Num Samples: 2
Price: NA
","NA","High-end GPUs","Radeon R9 M290X:
G3D Mark score: 2,547
G2D Mark scrore: 619
","","","","True","105"
"FirePro 3D V8800","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: FirePro 3D V8800
Rank: 106
G3DMark: 2,519
G2DMark: 731
Num Samples: 18
Price: $424.99*
Price is last known price","424.99","High-end GPUs","FirePro 3D V8800:
G3D Mark score: 2,519
G2D Mark scrore: 731
","","","","True","106"
"GeForce GT 645","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GT 645
Rank: 107
G3DMark: 2,498
G2DMark: 868
Num Samples: 3
Price: NA
","NA","High-end GPUs","GeForce GT 645:
G3D Mark score: 2,498
G2D Mark scrore: 868
","","","","True","107"
"GeForce GTX 675MX","Scraped from Passmark: http://www.videocardbenchmark.net/high_end_gpus.html
Name: GeForce GTX 675MX
Rank: 108
G3DMark: 2,385
G2DMark: 665
Num Samples: 87
Price: NA
","NA","High-end GPUs","GeForce GTX 675MX:
G3D Mark score: 2,385
G2D Mark scrore: 665
","","","","True","108"
